a_mono,a,b,DFT_energy_bi,magnetic_moment,formation_energy,area,d,no_soc_bandgap,soc_bandgap,dielectric_constant,soc_energy,del_e_bilayer_bottom_and_mono
3.9886763683,3.9620932179,3.9620932179,-23.05677,0.0,-0.1453506667,13.6017363783,3.1847715829,1.2467,1.1366,5.309556,-0.05076041,-0.000466
4.2371635886,4.2211597868,4.2211597868,-21.065943,0.0,-0.1685671667,15.4062524544,3.0879629072,1.2367,1.0521,6.844218,-0.1279046,-8e-05
3.8017608836,3.7710576084,3.7710576084,-42.727546,0.0,-0.1989783333,12.3024410961,3.4075661174,0.0,0.0,22.924696,-0.51146443,0.000291
3.5335591491,3.4951927394,3.4951927394,-40.585177,0.0,-0.2403078333,10.588806205,3.4353170264,0.0,0.0,32.687283,-0.12821238,-9.5e-05
3.5421602472,3.5044898405,3.5044898405,-43.408954,0.0,-0.2409923333,10.6437198346,3.4252546967,0.0,0.0,35.166102,-0.5298625,5e-05
3.3370038376,3.3213639111,3.3213639111,-36.066741,0.0,-0.3230951667,9.5535055132,2.6353605915,0.0,0.0,57.497218,-0.55175456,0.114831
3.7174147809,3.7038519958,3.7038519958,-21.357479,0.0,-0.1643401667,11.8805843119,3.2320308263,0.6354,0.546,7.33428,-0.04366563,-0.014372
3.8259738283,3.8163535711,3.8163535711,-20.351737,0.0,-0.1805633333,12.6134346848,3.3273932762,0.3769,0.0911,9.018975,-0.12595685,0.000722
3.1583849727,3.2795964574,3.2795964574,-40.522293,0.0,-0.2781178333,9.3149591401,2.3747291291,0.0,0.0,60.672418,-0.1268027,0.103875
3.1563858681,3.1234644022,3.1234644022,-43.919529,0.0,-0.3117398333,8.4489862093,3.085767203,0.0,0.0,28.339186,-0.19705573,0.055196
4.0792512105,4.0586636234,4.0586636234,-21.865225,0.0,-0.1713378333,14.2657418199,3.0558931494,1.4079,0.7793,5.159327,-0.4785111,-0.009404
3.3081194626,3.2757184812,3.2757184812,-38.300669,0.0,-0.2962378333,9.2927938176,3.731791043,0.0,0.0,22.590596,-1.05815726,-0.022458
4.1637875737,4.1429978753,4.1429978753,-20.912704,0.0,-0.1923702667,14.8646614778,3.2103263392,1.3429,0.5727,5.931948,-0.56569306,0.003585
3.3804582107,3.3631168749,3.3631168749,-31.50755,0.0,-0.1725913333,9.7952605747,3.3251045148,0.5154,0.5015,8.644116,-0.02249558,-0.004903
3.7022465182,3.6779643856,3.6779643856,-31.019011,0.0,-0.2048051667,11.7152192826,3.4030803055,0.4811,0.422,8.162634,-0.15086171,0.007243
4.1166716978,4.0917538905,4.0917538905,-20.339923,0.0,-0.1763715,14.499351776,3.1526779079,0.3692,0.262,7.608699,-0.13374721,-0.035706
3.5693276934,3.5471023056,3.5471023056,-33.85777,0.0,-0.1908253333,10.8962727655,3.3865506191,0.4196,0.2726,7.359759,-0.5339621,0.010781
3.2716902378,3.2545996506,3.2545996506,-36.697507,0.0,-0.2190581667,9.1734045084,3.2194638938,0.0,0.0,14.860293,-0.07507396,0.062169
3.7882332114,3.757282364,3.757282364,-40.053682,0.0,-0.2162473333,12.2260156876,3.1543936859,0.0347,0.0,14.166297,-0.53943091,0.016803
3.4383730054,3.41416976,3.41416976,-39.374671,0.0,-0.2539118333,10.0948961271,3.3839522458,0.8356,0.7146,10.412403,-0.14673555,0.015237
3.4208371148,3.4072004088,3.4072004088,-38.487338,0.0,-0.1777596667,10.0536047016,3.0169005966,0.3509,0.2995,9.747762,-0.0189582,0.013758
3.2457655788,3.2554129744,3.2554129744,-39.486372,0.0,-0.2943933333,9.1778583079,2.9004573069,0.0,0.0,49.892931,-0.6131953,0.096523
3.4367461783,3.4024530394,3.4024530394,-42.010814,0.0,-0.341484,10.0257725048,2.5792018957,0.0,0.0,31.669857,-1.04970396,0.121753
3.9613262457,3.9465662902,3.9465662902,-19.579459,0.0,-0.1947126667,13.4886848202,3.3528878199,0.0351,0.0,11.330912,-0.18841688,-0.026821
3.370591364,3.3137031239,3.3137031239,-42.880294,0.0,-0.364915,9.5095130922,2.3591127933,0.0,0.0,46.872013,-0.54090936,0.119816
3.2322862727,3.2008060655,3.2008060655,-37.004739,0.0,-0.3388741667,8.8725514118,2.4638101319,0.0,0.0,44.959033,-0.05889481,0.097749
3.9970494566,3.9731370084,3.9731370084,-22.782547,0.0,-0.1560675,13.6709382175,2.9998392744,1.6852,1.25,4.613761,-0.43893196,-0.001772
4.1868940422,4.1759093286,4.1759093286,-21.510743,0.0,-0.1656571667,15.1018251655,3.0546702473,0.7014,0.0,5.853777,-0.54943396,-0.033054
4.0884402011,4.0699115973,4.0699115973,-21.751443,0.0,-0.1757411667,14.345010474,3.1201794237,1.35,0.7613,5.426591,-0.52916221,0.010722
3.2788330833,3.2352579906,3.2352579906,-34.247148,1.1661,-0.295413,9.0644094876,3.5095599096,0.0,0.0,41.318879,-0.58193546,-0.037247
3.3329459266,3.2934824739,3.2934824739,-36.06452,0.0,-0.299897,9.393666113,3.6684006559,0.0,0.0,28.218438,-0.63838363,-0.030414
3.4196688489,3.4023543301,3.4023543301,-35.832879,0.0,-0.1825738333,10.0250289736,3.2679078634,0.6009,0.483,6.447269,-0.46302553,-0.004279
3.6353121833,3.6141559039,3.6141559039,-32.140729,0.0,-0.1856055,11.3120981175,3.376521594,0.3368,0.2724,7.842893,-0.13400065,0.01095
3.1254493668,3.1090959805,3.1090959805,-38.886715,0.0,-0.1999581667,8.3714014483,3.3476273266,0.2477,0.2385,11.439401,-0.02159491,0.009065
3.6041343991,3.5869135792,3.5869135792,-43.79453,0.0,-0.1769566667,11.1420818615,3.0893843936,0.6713,0.6362,5.984542,-0.45694908,0.006153
4.1879297809,4.1705712161,4.1705712161,-19.53264,0.0,-0.1983707,15.0634386507,3.3475952556,0.4595,0.3068,8.571086,-0.21473591,-0.016534
3.2508989394,3.2346329314,3.2346329314,-43.117966,0.0,-0.223471,9.0610757208,3.1525920187,0.9419,0.9243,8.620665,-0.0793144,0.010855
3.5525898028,3.5405150558,3.5405150558,-36.79344,0.0,-0.1893076667,10.8558210519,3.2472671885,0.1305,0.0564,19.34221,-0.07562675,0.032074
3.3627923352,3.3405186369,3.3405186369,-44.237212,0.0,-0.2479966667,9.664106622,3.255815393,0.2378,0.1113,9.345543,-0.17818168,0.02262
4.033468257,4.0133276823,4.0133276823,-22.686194,0.0,-0.152017,13.9488619681,2.9383137009,1.3907,0.7415,4.777403,-0.45404103,-0.016061
3.2677957329,3.2292188935,3.2292188935,-33.774271,0.0,-0.3017871667,9.0309265459,3.6407153981,0.0,0.0,26.613392,-0.58307563,-0.027983
3.4906116303,3.4710555216,3.4710555216,-33.961224,0.0,-0.177123,10.4341372508,3.2096588845,0.6385,0.5981,6.989067,-0.06581906,-0.005228
3.6262715813,3.5993067598,3.5993067598,-28.388861,0.0,-0.1989255,11.2192723694,3.4238166198,0.3522,0.2974,10.390766,-0.10803308,0.008249
3.8819617583,3.8528372571,3.8528372571,-22.312239,0.0,-0.1498328333,12.8557171822,3.0098722373,1.0002,0.9407,5.380756,-0.0533261,-0.003092
3.96551338,3.9430148939,3.9430148939,-21.415301,0.0,-0.1648025,13.4644717081,3.1150784269,0.7865,0.7208,6.082251,-0.07126473,-0.01231
3.5464465902,3.5251998048,3.5251998048,-29.511479,0.0,-0.1813511667,10.7622897201,3.3866294884,0.1163,0.0631,10.37885,-0.09138623,0.015572
3.9220425458,3.8963537197,3.8963537197,-22.203385,0.0,-0.1450915,13.1475451198,3.004760528,0.7227,0.6442,5.558594,-0.05100783,-0.020495
3.3505454523,3.3247706735,3.3247706735,-35.21801,0.0,-0.22841,9.5732648837,3.4036278006,0.1471,0.111,14.339313,-0.08888665,0.018957
3.718149954,3.6874673269,3.6874673269,-41.826626,0.0,-0.202043,11.7756948516,3.1250947935,0.0171,0.0,16.438454,-0.5201752,0.019804
3.8161465123,3.80271164,3.80271164,-37.60214,0.0,-0.204058,12.5231943802,3.2719337006,0.1671,0.0492,12.735314,-0.13398111,0.015668
3.4325930816,3.4065757665,3.4065757665,-39.198197,0.0,-0.3167888333,10.0500121604,2.5959338597,0.0,0.0,29.144267,-0.61230326,0.122608
3.2320218523,3.211232266,3.211232266,-42.803619,0.0,-0.3286951667,8.9305446524,2.9932797766,0.0,0.0,28.768313,-0.69004938,0.090936
3.8742295581,3.8606890943,3.8606890943,-20.4059,0.0,-0.1767242667,12.9081607406,3.3150714673,0.1443,0.0034,9.730575,-0.10344855,-0.040136
4.2279864598,4.2062683879,4.2062683879,-20.7391,0.0,-0.1843217,15.3225120462,3.1167345879,0.8788,0.0502,6.316214,-0.5691426,-0.025187
3.9486349986,3.9203515944,3.9203515944,-23.638619,0.0,-0.1367085,13.3100470381,2.8531967516,1.6687,1.2436,4.224896,-0.41285673,-0.008832
4.3012414224,4.2809650634,4.2809650634,-19.892611,0.0,-0.2070932,15.8712427351,3.3504713165,1.0166,0.1363,6.956457,-0.65239146,-0.011244
3.3327287586,3.2848598343,3.2848598343,-37.5718,0.0,-0.2876173333,9.3445982564,3.5165025151,0.0,0.0,40.422923,-0.6388,-0.035674
3.6357159193,3.6087938516,3.6087938516,-32.700346,0.0,-0.2092246667,11.2784952999,3.4158158415,0.5241,0.3911,7.745076,-0.55262623,0.006793
3.9773045419,3.9557588052,3.9557588052,-21.286261,0.0,-0.1669608333,13.5517754883,3.1899282966,0.9826,0.6747,6.490278,-0.13318791,0.00947
4.0540494595,4.0365516106,4.0365516106,-20.486355,0.0,-0.1840553333,14.1108508653,3.2400386709,0.8254,0.697,7.185201,-0.15113961,0.002008
3.3674422477,3.3440567512,3.3440567512,-40.917098,0.0,-0.240978,9.6845252979,3.1534916169,0.1246,0.101,10.409319,-0.1325299,0.034279
3.2470065327,3.2308769844,3.2308769844,-46.705393,0.0,-0.2291625,9.0399493366,3.1972553679,1.1573,0.874,7.812,-0.12373596,0.005708
3.749762981,3.7380753263,3.7380753263,-39.297809,0.0,-0.1862935,12.1012929261,3.2283621434,0.1518,0.0442,13.31086,-0.11918958,0.020869
3.6240256019,3.6131631027,3.6131631027,-35.066053,0.0,-0.2056125,11.3057507048,3.2294588098,0.0215,0.0,20.35197,-0.08978953,0.022747
3.4332446481,3.4066337875,3.4066337875,-42.618006,0.0,-0.2740343333,10.0503698315,3.390428464,0.9136,0.59,9.520354,-0.19351081,0.012771
3.3370038376,3.2840049965,3.2840049965,-36.705284,0.0,-0.429519,9.3397973252,2.4251765053,0.0,0.0,32.914973,-0.55280768,-0.029827
3.7174147809,3.7047404398,3.7047404398,-21.37075,0.0,-0.166552,11.8862845934,3.1023497527,1.2309,1.1706,7.168276,-0.04365315,0.000669
3.8259738283,3.8226890212,3.8226890212,-20.360924,0.0,-0.1820945,12.6553480528,2.8745804551,0.6668,0.3515,9.423008,-0.12630601,0.001229
3.1583849727,3.3004159916,3.3004159916,-40.775655,0.0,-0.3203448333,9.4336009766,2.42456172,0.0,0.0,19.22388,-0.1292041,-0.005448
3.1563858681,3.1815714291,3.1815714291,-44.102219,0.0,-0.3421881667,8.7662698601,2.2781487144,0.0,0.0,34.422305,-0.19570463,-5e-06
4.0792512105,4.0563971753,4.0563971753,-21.902596,0.0,-0.1775663333,14.249813653,2.8698353662,1.5712,1.0691,5.256844,-0.4806577,-0.00183
3.3081194626,3.2736689269,3.2736689269,-38.31462,0.0,-0.298563,9.2811688095,3.8341259556,0.0,0.0,21.389319,-1.05615708,0.00045
4.1637875737,4.1526663598,4.1526663598,-20.944078,0.0,-0.1975992667,14.9341215408,2.8574776716,1.2756,0.7353,6.059951,-0.56827806,0.002109
3.3804582107,3.3510283244,3.3510283244,-31.520265,0.0,-0.1747105,9.7249700102,3.2959328632,0.7293,0.7171,8.519965,-0.02248211,-0.000327
3.7022465182,3.6832957082,3.6832957082,-31.004098,0.0,-0.2023196667,11.7492070397,3.2462125074,0.7333,0.6796,8.141893,-0.15079181,0.000246
4.1166716978,4.098674359,4.098674359,-20.362205,0.0,-0.1800851667,14.5484393631,3.3398373072,1.2068,1.0813,7.214971,-0.13336935,-0.001504
3.5693276934,3.5459986359,3.5459986359,-33.831537,0.0,-0.1864531667,10.8894931381,2.9995788116,0.8922,0.7603,7.283825,-0.53374803,0.000864
3.2716902378,3.2641906421,3.2641906421,-36.665582,0.0,-0.2137373333,9.2275504501,2.6795222642,0.0,0.0,20.608004,-0.07439995,0.001279
3.7882332114,3.760005453,3.760005453,-40.044426,0.0,-0.2147046667,12.2437437107,3.0396579951,0.1715,0.0485,14.292835,-0.53906658,-0.000693
3.4383730054,3.4112745304,3.4112745304,-39.364135,0.0,-0.2521558333,10.0777823619,3.0931199633,0.6275,0.6244,10.474531,-0.14642336,0.001919
3.4208371148,3.4052523421,3.4052523421,-38.48976,0.0,-0.1781633333,10.0421116921,2.9079886243,0.4798,0.4209,10.028484,-0.0189369,0.000226
3.2457655788,3.359078556,3.359078556,-39.899192,0.0,-0.3631966667,9.7716856931,2.442343554,0.0,0.0,18.673863,-0.62503825,0.026887
3.4367461783,3.3613811122,3.3613811122,-42.518497,0.0,-0.4260978333,9.7851858141,2.4153636467,0.0,0.0,19.490154,-1.04940835,-0.028429
3.9613262457,3.962554999,3.962554999,-19.58747,0.0,-0.1960478333,13.5981995237,3.3010616487,0.6937,0.2977,10.36408,-0.18758245,-0.00223
3.370591364,3.3072477804,3.3072477804,-43.221467,0.0,-0.4217771667,9.4724986839,2.4024974233,0.0,0.0,20.026259,-0.54104951,0.053066
3.2322862727,3.2107258448,3.2107258448,-37.505426,0.0,-0.422322,8.9276313721,2.4241769154,0.0,0.0,32.632581,-0.0599023,0.040801
3.9970494566,3.972108334,3.972108334,-22.805742,0.0,-0.1599333333,13.6638601213,2.769050625,1.6682,1.3697,4.669221,-0.44021641,-0.000804
4.1868940422,4.1757925688,4.1757925688,-21.541995,0.0,-0.1708658333,15.1009806731,3.2508402645,1.6947,0.8067,5.848548,-0.54725765,-0.002677
4.0884402011,4.0784479774,4.0784479774,-21.767171,0.0,-0.1783625,14.4052490706,2.6855117685,1.31,0.8102,5.494534,-0.53005536,-0.000719
3.2788330833,3.2402855121,3.2402855121,-34.246751,1.1655,-0.2953468333,9.0926031723,3.7017823714,0.0,0.0,38.792447,-0.58089531,-6.2e-05
3.3329459266,3.2950410559,3.2950410559,-36.073884,0.0,-0.3014576667,9.4025589878,3.8024316712,0.0,0.0,22.179496,-0.63882681,3.4e-05
3.4196688489,3.3956072995,3.3956072995,-35.84716,0.0,-0.184954,9.9853081776,3.2909919776,0.7389,0.6897,6.446438,-0.46303188,-0.000263
3.6353121833,3.6150463557,3.6150463557,-32.116263,0.0,-0.1815278333,11.3176729287,3.0160642886,0.8728,0.823,7.755879,-0.13390661,-0.000708
3.1254493668,3.1040188928,3.1040188928,-38.873196,0.0,-0.197705,8.3440831304,3.142590792,0.3613,0.3552,11.422811,-0.02152815,-0.000375
3.6041343991,3.5883886045,3.5883886045,-43.786934,0.0,-0.1756906667,11.1512475309,3.0476560398,0.7682,0.752,6.004746,-0.45690836,-0.00099
4.1879297809,4.1806217022,4.1806217022,-19.558148,0.0,-0.2026220333,15.1361276384,3.159667953,0.8785,0.7115,8.521969,-0.21498113,0.002627
3.2508989394,3.2323929739,3.2323929739,-43.103886,0.0,-0.2211243333,9.0485306206,3.0220203194,0.9418,0.9298,8.631049,-0.07924668,0.000945
3.5525898028,3.5372612846,3.5372612846,-36.781654,0.0,-0.1873433333,10.8358769892,3.0108618526,0.0738,0.0,21.363439,-0.0754054,-0.000962
3.3627923352,3.3423617566,3.3423617566,-44.184781,0.0,-0.2392581667,9.674773839,3.016807763,0.4832,0.3883,9.336152,-0.17757676,0.001805
4.033468257,4.0168535121,4.0168535121,-22.728391,0.0,-0.1590498333,13.9733817284,2.9098195288,1.751,1.2128,4.869773,-0.45574988,0.001582
3.2677957329,3.2271750777,3.2271750777,-33.78274,0.0,-0.3031986667,9.0194985749,3.7437489678,0.0,0.0,23.610866,-0.5817606,0.000124
3.4906116303,3.4630668807,3.4630668807,-33.972078,0.0,-0.178932,10.3861641459,3.2499889042,0.7681,0.7554,6.973856,-0.06581636,0.000359
3.6262715813,3.6130816098,3.6130816098,-28.371261,0.0,-0.1959921667,11.3053108931,3.3386000952,0.6763,0.6266,10.438861,-0.10798715,-0.001592
3.8819617583,3.8589057675,3.8589057675,-22.324805,0.0,-0.1519271667,12.8962465313,2.885104328,1.2079,1.1765,5.400802,-0.05346791,-0.000159
3.96551338,3.9501725952,3.9501725952,-21.442154,0.0,-0.169278,13.5133998218,2.9782703252,1.1719,1.1334,6.096232,-0.07143725,0.000984
3.5464465902,3.526294849,3.526294849,-29.482503,0.0,-0.1765218333,10.7689770081,3.0477063749,0.7826,0.7462,9.889496,-0.0912756,0.000764
3.9220425458,3.9037720244,3.9037720244,-22.237152,0.0,-0.1507193333,13.1976562495,3.0293195622,1.4028,1.3638,5.512126,-0.05105945,0.000836
3.3505454523,3.3303153185,3.3303153185,-35.201453,0.0,-0.2256505,9.6052217443,3.2692146752,0.102,0.0953,14.481148,-0.08862986,2.4e-05
3.718149954,3.6869498582,3.6869498582,-41.799364,0.0,-0.1974993333,11.7723900759,2.9483936499,0.0402,0.0,18.004185,-0.52019458,-3e-06
3.8161465123,3.8004713647,3.8004713647,-37.60381,0.0,-0.2043363333,12.5084432543,3.0775118987,0.3158,0.1886,13.016792,-0.13387288,-0.000138
3.4325930816,3.3691556073,3.3691556073,-39.820942,0.0,-0.4205796667,9.8304324068,2.4239230374,0.0,0.0,22.197232,-0.6195624,-0.029838
3.2320218523,3.2462094015,3.2462094015,-43.028853,0.0,-0.3662341667,9.1261493317,2.3010849787,0.0,0.0,79.610948,-0.69090965,0.000284
3.8742295581,3.8542056413,3.8542056413,-20.408093,0.0,-0.1770897667,12.8648424731,3.3736705956,1.0366,0.8946,8.519735,-0.10279691,0.002057
4.2279864598,4.2146261004,4.2146261004,-20.769139,0.0,-0.1893282,15.3834631625,3.2603521844,1.6043,0.7628,6.210353,-0.57013743,0.002192
3.9486349986,3.9289316602,3.9289316602,-23.669827,0.0,-0.1419098333,13.3683714243,2.7865794417,1.82,1.5236,4.296237,-0.41440336,0.001382
4.3012414224,4.2906335093,4.2906335093,-19.926789,0.0,-0.2127895333,15.9430132501,3.1340091161,1.3079,0.5161,7.030386,-0.65647926,-0.003208
3.3327287586,3.2907218851,3.290721885,-37.573526,0.0,-0.287905,9.3779801298,3.6824386442,0.0,0.0,34.493829,-0.63705548,-0.000189
3.6357159193,3.6101617176,3.6101617176,-32.683036,0.0,-0.2063396667,11.2870468522,3.24605384,0.7129,0.6274,7.70475,-0.55252576,-0.001218
3.9773045419,3.9626644304,3.9626644304,-21.28574,0.0,-0.166874,13.599131847,2.8475629462,0.9223,0.7276,6.531165,-0.13310166,-0.000812
4.0540494595,4.045097836,4.045097836,-20.50497,0.0,-0.1871578333,14.1706653731,2.8071117376,0.9226,0.8542,7.536279,-0.15154293,0.00075
3.3674422477,3.3433120975,3.3433120975,-40.876337,0.0,-0.2341845,9.6802126831,2.9135677052,0.2268,0.2214,10.387013,-0.13205838,0.002896
3.2470065327,3.2307553394,3.2307553394,-46.680863,0.0,-0.2250741667,9.0392686272,3.0478334922,1.1566,1.0231,7.841124,-0.12363198,0.000663
3.749762981,3.7348336857,3.7348336857,-39.284836,0.0,-0.1841313333,12.080313663,2.9929762897,0.2467,0.1338,13.664005,-0.119007,0.000324
3.6240256019,3.6069436,3.6069436,-35.076014,0.0,-0.2072726667,11.2668619941,2.973077159,0.0679,0.0,23.726726,-0.08962853,-0.000111
3.4332446481,3.4016169552,3.4016169552,-42.607662,0.0,-0.2723103333,10.0207899608,3.0665521598,0.782,0.6488,9.565297,-0.1931526,0.001867
3.3370038376,3.2887484062,3.2887484062,-35.74622,0.0,-0.269675,9.3667975764,3.6463741801,0.0,0.0,44.600875,-0.5566646,0.000277
3.7174147809,3.7041367474,3.7041367474,-21.309477,0.0,-0.1563398333,11.8824111372,3.3461285654,1.4614,1.4066,7.101168,-0.0435967,0.000302
3.8259738283,3.8067130259,3.8067130259,-20.323589,0.0,-0.175872,12.5497892195,3.5731735659,0.7054,0.3893,8.936001,-0.1259136,-0.001881
3.1583849727,3.1364878854,3.1364878854,-40.412865,0.0,-0.2598798333,8.5197600958,3.4259087122,0.0,0.0,33.758331,-0.1227887,0.000128
3.1563858681,3.1151027141,3.1151027141,-43.888228,0.0,-0.306523,8.4038099471,3.314612656,0.0,0.0,23.415578,-0.19561063,2.9e-05
4.0792512105,4.0500100333,4.0500100333,-21.816688,0.0,-0.1632483333,14.2049738985,3.1841761986,1.9437,1.3446,5.090427,-0.4765717,0.000438
3.3081194626,3.2759604502,3.2759604502,-38.273064,0.0,-0.291637,9.2941667385,3.7132853255,0.0,0.0,22.299742,-1.05694106,0.000106
4.1637875737,4.1302239456,4.1302239456,-20.871777,0.0,-0.1855491,14.7731396274,3.4246755199,1.606,0.7724,5.859255,-0.56380325,-0.000737
3.3804582107,3.3616159187,3.3616159187,-31.497577,0.0,-0.1709291667,9.7865192927,3.1402878325,0.8072,0.7755,8.596668,-0.02247925,-0.000271
3.7022465182,3.6758797024,3.6758797024,-31.034956,0.0,-0.2074626667,11.7019425909,3.5835052564,0.6301,0.6102,8.176802,-0.15092576,0.001235
4.1166716978,4.0923293013,4.0923293013,-20.266335,0.0,-0.1641068333,14.5034300617,3.0896740295,1.3373,1.2569,7.109994,-0.13310398,0.000131
3.5693276934,3.5401590683,3.5401590683,-33.888693,0.0,-0.1959791667,10.8536569311,3.590192924,0.6973,0.6551,7.381891,-0.53409048,0.000161
3.2716902378,3.2426836032,3.2426836032,-36.669587,0.0,-0.2144048333,9.1063544099,3.6514195484,0.3342,0.3256,14.435837,-0.07473056,-9.4e-05
3.7882332114,3.7608477477,3.7608477477,-40.032955,0.0,-0.2127928333,12.2492298701,3.412009561,0.1443,0.0276,13.697626,-0.53914738,0.00501
3.4383730054,3.403929462,3.403929462,-39.376947,0.0,-0.2542911667,10.0344306417,3.43605219,1.0617,1.0183,10.345887,-0.146965,0.000203
3.4208371148,3.4132948079,3.4132948079,-38.471709,0.0,-0.1751548333,10.0896022768,3.3249128442,0.3753,0.3393,9.409404,-0.01895805,-0.0025
3.2457655788,3.2154420605,3.2154420605,-39.335574,0.0,-0.2692603333,8.9538650655,3.6308833467,0.0,0.0,33.849258,-0.60911063,-0.000254
3.4367461783,3.396687676,3.396687676,-41.664941,0.0,-0.2838385,9.9918244977,3.6656190426,0.0,0.0,41.842774,-1.05990258,-0.001022
3.9613262457,3.9401453446,3.9401453446,-19.523235,0.0,-0.185342,13.4448291499,3.4315724621,0.7499,0.3521,10.407188,-0.18731266,0.000561
3.370591364,3.1220222369,3.1220222369,-42.680969,0.0,-0.3316941667,8.4411782332,3.8697202436,0.0,0.0,23.983537,-0.53960993,0.00814
3.2322862727,3.0614405425,3.0614405425,-36.744716,0.5828,-0.295537,8.1167367419,3.6316326427,0.0,0.0,36.891191,-0.05880405,0.000598
3.9970494566,3.9771490935,3.9771490935,-22.748592,0.0,-0.1504083333,13.6985620631,3.2686170335,1.9945,1.5364,4.586345,-0.4381406,-0.000305
4.1868940422,4.1688340839,4.1688340839,-21.434718,0.0,-0.1529863333,15.0506944621,2.8182459441,1.7789,0.8904,5.663402,-0.54254031,0.000496
4.0884402011,4.0556483355,4.0556483355,-21.724063,0.0,-0.1711778333,14.2446406714,3.4332297176,1.4423,0.7621,5.364106,-0.52701835,4.3e-05
3.2788330833,3.3528093077,3.3528093077,-34.451571,0.0,-0.3294835,9.7350769022,2.6016757355,0.0,0.0,51.918531,-0.58848758,-0.001406
3.3329459266,3.2988308531,3.2988308531,-36.034447,0.0,-0.2948848333,9.4242001651,3.7170118943,0.0,0.0,26.146749,-0.63908991,4e-06
3.4196688489,3.4015181909,3.4015181909,-35.822669,0.0,-0.1808721667,10.0201022148,3.1238974292,0.8346,0.7233,6.428128,-0.46298701,0.000647
3.6353121833,3.6024933203,3.6024933203,-32.166377,0.0,-0.1898801667,11.2392094916,3.5222007465,0.7014,0.6872,7.8041,-0.13402761,-0.00018
3.1254493668,3.1036787214,3.1036787214,-38.895196,0.0,-0.2013716667,8.3422543641,3.3873911681,0.8203,0.8122,11.340286,-0.0216139,-0.000111
3.6041343991,3.5882034922,3.5882034922,-43.796608,0.0,-0.177303,11.1500970532,3.1825279841,0.6318,0.5997,5.878357,-0.45696091,-7.6e-05
4.1879297809,4.1586405413,4.1586405413,-19.479425,0.0,-0.1895015333,14.9773785296,3.4162820989,1.0606,0.9196,8.294369,-0.2141938,-0.000125
3.2508989394,3.2338958886,3.2338958886,-43.120863,0.0,-0.2239538333,9.0569468816,3.3483439772,1.3295,1.3207,8.56922,-0.07933668,0.000897
3.5525898028,3.5371208246,3.5371208246,-36.780589,0.0,-0.1871658333,10.8350164497,3.5874404957,0.167,0.0962,19.679413,-0.07552621,-0.00027
3.3627923352,3.3321165242,3.3321165242,-44.23605,0.0,-0.247803,9.6155532053,3.4211651229,1.0516,0.9823,9.209527,-0.17839733,-0.000569
4.033468257,4.0102010754,4.0102010754,-22.63125,0.0,-0.1428596667,13.9271365455,2.9074463198,2.2161,1.5552,4.700471,-0.45173591,-0.000334
3.2677957329,3.2342487167,3.2342487167,-33.745826,0.0,-0.2970463333,9.0590815523,3.7098000305,0.0,0.0,25.957161,-0.58301421,0.0
3.4906116303,3.4697437229,3.4697437229,-33.950661,0.0,-0.1753625,10.4262520982,3.0588927555,0.8502,0.8138,6.970591,-0.0658094,0.000516
3.6262715813,3.6021279227,3.6021279227,-28.403793,0.0,-0.2014141667,11.2368667569,3.6038528787,0.592,0.5769,10.340391,-0.10808976,-0.000233
3.8819617583,3.8575505228,3.8575505228,-22.285827,0.0,-0.1454308333,12.8871898189,3.2592795702,1.4162,1.3518,5.310833,-0.05326938,0.00035
3.96551338,3.9412226426,3.9412226426,-21.367318,0.0,-0.1568053333,13.4522342538,3.2010565538,1.4342,1.3685,5.925274,-0.0710407,0.00049
3.5464465902,3.5150613468,3.5150613468,-29.534812,0.0,-0.18524,10.7004741502,3.5955999477,0.6387,0.6279,9.8312,-0.09138893,-0.000275
3.9220425458,3.8961992245,3.8961992245,-22.144488,0.0,-0.1352753333,13.1465025081,2.9729124585,1.6798,1.6135,5.35519,-0.05073296,0.000659
3.3505454523,3.3202152628,3.3202152628,-35.217202,0.0,-0.2282753333,9.5470493753,3.5967195824,0.6416,0.6092,14.238162,-0.08902356,0.00225
3.718149954,3.6868173831,3.6868173831,-41.810729,0.0,-0.1993935,11.7715441076,3.4643485098,0.0873,0.0,17.122073,-0.52010773,-2.7e-05
3.8161465123,3.7947576291,3.7947576291,-37.581812,0.0,-0.20067,12.470860436,3.3938690013,0.257,0.154,12.823283,-0.13395475,0.00477
3.4325930816,3.4032483368,3.4032483368,-38.836175,0.0,-0.2564518333,10.0303887149,3.6242915381,0.0,0.0,118.575652,-0.6207478,0.002186
3.2320218523,3.197515247,3.197515247,-42.683738,0.0,-0.308715,8.8544126223,3.6337930742,0.0,0.0,27.028663,-0.68506931,-0.000315
3.8742295581,3.8547699517,3.8547699517,-20.319312,0.0,-0.1622929333,12.8686099399,3.1962664349,1.2053,1.0324,8.551376,-0.10287816,0.000309
4.2279864598,4.2009512393,4.2009512393,-20.672892,0.0,-0.1732870333,15.2837981213,3.0718671036,1.7576,0.854,6.057016,-0.56538961,-0.000446
3.9486349986,3.9232121537,3.9232121537,-23.602339,0.0,-0.1306618333,13.329477984,2.9538004248,2.244,1.7935,4.186101,-0.4116241,-0.000357
4.3012414224,4.2710384909,4.2710384909,-19.841381,0.0,-0.1985548667,15.7977245531,3.4101439979,1.5744,0.6422,6.795197,-0.64977708,-6.4e-05
